timestamp,sensor_type,value,unit
2025-09-17 07:30:00,solution_temp,17.79,C
2025-09-17 07:30:00,ec,1.16,mS/cm
2025-09-17 07:30:00,ph,6.17,
2025-09-17 07:40:00,air_temp,22.74,C
2025-09-17 07:40:00,humidity,60.95,%
2025-09-17 07:40:00,co2,1172.54,ppm
2025-09-17 07:40:00,ppfd,238.74,μmol/m²/s
2025-09-17 07:40:00,solution_temp,20.33,C
2025-09-17 07:40:00,ec,1.1,mS/cm
2025-09-17 07:40:00,ph,6.12,
2025-09-17 07:50:00,air_temp,18.02,C
2025-09-17 07:50:00,humidity,71.77,%
2025-09-17 07:50:00,co2,891.17,ppm
2025-09-17 07:50:00,ppfd,230.7,μmol/m²/s
2025-09-17 07:50:00,solution_temp,19.1,C
2025-09-17 07:50:00,ec,1.89,mS/cm
2025-09-17 07:50:00,ph,6.48,
2025-09-17 08:00:00,air_temp,19.23,C
2025-09-17 08:00:00,humidity,74.24,%
2025-09-17 08:00:00,co2,1091.02,ppm
2025-09-17 08:00:00,ppfd,257.87,μmol/m²/s
2025-09-17 08:00:00,solution_temp,18.93,C
2025-09-17 08:00:00,ec,1.33,mS/cm
2025-09-17 08:00:00,ph,6.81,
2025-09-17 08:10:00,air_temp,21.83,C
2025-09-17 08:10:00,humidity,79.07,%
2025-09-17 08:10:00,co2,770.99,ppm
2025-09-17 08:10:00,ppfd,226.93,μmol/m²/s
2025-09-17 08:10:00,solution_temp,22.91,C
2025-09-17 08:10:00,ec,1.94,mS/cm
2025-09-17 08:10:00,ph,6.39,
2025-09-17 08:20:00,air_temp,20.99,C
2025-09-17 08:20:00,humidity,79.74,%
2025-09-17 08:20:00,co2,973.89,ppm
2025-09-17 08:20:00,ppfd,237.16,μmol/m²/s
2025-09-17 08:20:00,solution_temp,22.66,C
2025-09-17 08:20:00,ec,1.13,mS/cm
2025-09-17 08:20:00,ph,6.08,
2025-09-17 08:30:00,air_temp,17.09,C
2025-09-17 08:30:00,humidity,58.85,%
2025-09-17 08:30:00,co2,973.78,ppm
2025-09-17 08:30:00,ppfd,267.78,μmol/m²/s
2025-09-17 08:30:00,solution_temp,16.54,C
2025-09-17 08:30:00,ec,1.83,mS/cm
2025-09-17 08:30:00,ph,6.2,
2025-09-17 08:40:00,air_temp,18.38,C
2025-09-17 08:40:00,humidity,73.58,%
2025-09-17 08:40:00,co2,1314.66,ppm
2025-09-17 08:40:00,ppfd,193.82,μmol/m²/s
2025-09-17 08:40:00,solution_temp,19.13,C
2025-09-17 08:40:00,ec,1.3,mS/cm
2025-09-17 08:40:00,ph,5.78,
2025-09-17 08:50:00,air_temp,23.19,C
2025-09-17 08:50:00,humidity,78.08,%
2025-09-17 08:50:00,co2,1074.28,ppm
2025-09-17 08:50:00,ppfd,400.59,μmol/m²/s
2025-09-17 08:50:00,solution_temp,19.33,C
2025-09-17 08:50:00,ec,1.59,mS/cm
2025-09-17 08:50:00,ph,6.71,
2025-09-17 09:00:00,air_temp,18.64,C
2025-09-17 09:00:00,humidity,70.94,%
2025-09-17 09:00:00,co2,724.78,ppm
2025-09-17 09:00:00,ppfd,369.92,μmol/m²/s
2025-09-17 09:00:00,solution_temp,21.22,C
2025-09-17 09:00:00,ec,1.1,mS/cm
2025-09-17 09:00:00,ph,5.84,
2025-09-17 09:10:00,air_temp,17.28,C
2025-09-17 09:10:00,humidity,79.82,%
2025-09-17 09:10:00,co2,1221.54,ppm
2025-09-17 09:10:00,ppfd,263.58,μmol/m²/s
2025-09-17 09:10:00,solution_temp,17.76,C
2025-09-17 09:10:00,ec,1.76,mS/cm
2025-09-17 09:10:00,ph,5.56,
2025-09-17 09:20:00,air_temp,21.66,C
2025-09-17 09:20:00,humidity,84.76,%
2025-09-17 09:20:00,co2,1235.75,ppm
2025-09-17 09:20:00,ppfd,340.77,μmol/m²/s
2025-09-17 09:20:00,solution_temp,20.08,C
2025-09-17 09:20:00,ec,1.55,mS/cm
2025-09-17 09:20:00,ph,5.75,
2025-09-17 09:30:00,air_temp,16.95,C
2025-09-17 09:30:00,humidity,65.88,%
2025-09-17 09:30:00,co2,846.16,ppm
2025-09-17 09:30:00,ppfd,324.57,μmol/m²/s
2025-09-17 09:30:00,solution_temp,19.48,C
2025-09-17 09:30:00,ec,1.33,mS/cm
2025-09-17 09:30:00,ph,5.88,
2025-09-17 09:40:00,air_temp,23.17,C
2025-09-17 09:40:00,humidity,79.06,%
2025-09-17 09:40:00,co2,888.1,ppm
2025-09-17 09:40:00,ppfd,220.43,μmol/m²/s
2025-09-17 09:40:00,solution_temp,23.62,C
2025-09-17 09:40:00,ec,1.27,mS/cm
2025-09-17 09:40:00,ph,6.72,
2025-09-17 09:50:00,air_temp,23.04,C
2025-09-17 09:50:00,humidity,78.59,%
2025-09-17 09:50:00,co2,1268.24,ppm
2025-09-17 09:50:00,ppfd,321.46,μmol/m²/s
2025-09-17 09:50:00,solution_temp,19.16,C
2025-09-17 09:50:00,ec,1.52,mS/cm
2025-09-17 09:50:00,ph,5.58,
2025-09-17 10:00:00,air_temp,23.05,C
2025-09-17 10:00:00,humidity,86.71,%
2025-09-17 10:00:00,co2,1271.44,ppm
2025-09-17 10:00:00,ppfd,300.57,μmol/m²/s
2025-09-17 10:00:00,solution_temp,23.68,C
2025-09-17 10:00:00,ec,1.91,mS/cm
2025-09-17 10:00:00,ph,5.8,
2025-09-17 10:10:00,air_temp,18.6,C
2025-09-17 10:10:00,humidity,77.64,%
2025-09-17 10:10:00,co2,1027.78,ppm
2025-09-17 10:10:00,ppfd,330.88,μmol/m²/s
2025-09-17 10:10:00,solution_temp,22.13,C
2025-09-17 10:10:00,ec,1.55,mS/cm
2025-09-17 10:10:00,ph,6.15,
2025-09-17 10:20:00,air_temp,23.25,C
2025-09-17 10:20:00,humidity,60.05,%
2025-09-17 10:20:00,co2,926.78,ppm
2025-09-17 10:20:00,ppfd,222.73,μmol/m²/s
2025-09-17 10:20:00,solution_temp,24.17,C
2025-09-17 10:20:00,ec,1.35,mS/cm
2025-09-17 10:20:00,ph,6.48,
2025-09-17 10:30:00,air_temp,18.33,C
2025-09-17 10:30:00,humidity,57.32,%
2025-09-17 10:30:00,co2,862.72,ppm
2025-09-17 10:30:00,ppfd,432.65,μmol/m²/s
2025-09-17 10:30:00,solution_temp,16.57,C
2025-09-17 10:30:00,ec,1.76,mS/cm
2025-09-17 10:30:00,ph,6.16,
2025-09-17 10:40:00,air_temp,23.47,C
2025-09-17 10:40:00,humidity,83.19,%
2025-09-17 10:40:00,co2,1296.48,ppm
2025-09-17 10:40:00,ppfd,216.99,μmol/m²/s
2025-09-17 10:40:00,solution_temp,18.97,C
2025-09-17 10:40:00,ec,1.46,mS/cm
2025-09-17 10:40:00,ph,6.54,
2025-09-17 10:50:00,air_temp,21.02,C
2025-09-17 10:50:00,humidity,76.27,%
2025-09-17 10:50:00,co2,1282.64,ppm
2025-09-17 10:50:00,ppfd,371.08,μmol/m²/s
2025-09-17 10:50:00,solution_temp,19.84,C
2025-09-17 10:50:00,ec,1.33,mS/cm
2025-09-17 10:50:00,ph,6.25,
2025-09-17 11:00:00,air_temp,17.91,C
2025-09-17 11:00:00,humidity,71.72,%
2025-09-17 11:00:00,co2,1305.3,ppm
2025-09-17 11:00:00,ppfd,186.01,μmol/m²/s
2025-09-17 11:00:00,solution_temp,20.83,C
2025-09-17 11:00:00,ec,1.11,mS/cm
2025-09-17 11:00:00,ph,5.32,
2025-09-17 11:10:00,air_temp,16.34,C
2025-09-17 11:10:00,humidity,80.05,%
2025-09-17 11:10:00,co2,962.34,ppm
2025-09-17 11:10:00,ppfd,301.62,μmol/m²/s
2025-09-17 11:10:00,solution_temp,18.03,C
2025-09-17 11:10:00,ec,1.78,mS/cm
2025-09-17 11:10:00,ph,6.76,
2025-09-17 11:20:00,air_temp,21.78,C
2025-09-17 11:20:00,humidity,59.24,%
2025-09-17 11:20:00,co2,1238.71,ppm
2025-09-17 11:20:00,ppfd,212.96,μmol/m²/s
2025-09-17 11:20:00,solution_temp,19.2,C
2025-09-17 11:20:00,ec,1.79,mS/cm
2025-09-17 11:20:00,ph,6.7,
2025-09-17 11:30:00,air_temp,18.45,C
2025-09-17 11:30:00,humidity,77.96,%
2025-09-17 11:30:00,co2,1119.48,ppm
2025-09-17 11:30:00,ppfd,185.11,μmol/m²/s
2025-09-17 11:30:00,solution_temp,17.96,C
2025-09-17 11:30:00,ec,1.41,mS/cm
2025-09-17 11:30:00,ph,5.31,
2025-09-17 11:40:00,air_temp,21.58,C
2025-09-17 11:40:00,humidity,81.3,%
2025-09-17 11:40:00,co2,1074.86,ppm
2025-09-17 11:40:00,ppfd,304.03,μmol/m²/s
2025-09-17 11:40:00,solution_temp,17.08,C
2025-09-17 11:40:00,ec,1.58,mS/cm
2025-09-17 11:40:00,ph,5.51,
2025-09-17 11:50:00,air_temp,22.84,C
2025-09-17 11:50:00,humidity,71.28,%
2025-09-17 11:50:00,co2,1102.05,ppm
2025-09-17 11:50:00,ppfd,392.67,μmol/m²/s
2025-09-17 11:50:00,solution_temp,16.84,C
2025-09-17 11:50:00,ec,1.15,mS/cm
2025-09-17 11:50:00,ph,6.55,
2025-09-17 12:00:00,air_temp,19.46,C
2025-09-17 12:00:00,humidity,80.52,%
2025-09-17 12:00:00,co2,733.59,ppm
2025-09-17 12:00:00,ppfd,295.98,μmol/m²/s
2025-09-17 12:00:00,solution_temp,21.54,C
2025-09-17 12:00:00,ec,1.39,mS/cm
2025-09-17 12:00:00,ph,6.03,
2025-09-17 12:10:00,air_temp,23.35,C
2025-09-17 12:10:00,humidity,71.58,%
2025-09-17 12:10:00,co2,1144.14,ppm
2025-09-17 12:10:00,ppfd,439.63,μmol/m²/s
2025-09-17 12:10:00,solution_temp,16.46,C
2025-09-17 12:10:00,ec,1.19,mS/cm
2025-09-17 12:10:00,ph,6.04,
2025-09-17 12:20:00,air_temp,20.49,C
2025-09-17 12:20:00,humidity,68.49,%
2025-09-17 12:20:00,co2,919.63,ppm
2025-09-17 12:20:00,ppfd,210.98,μmol/m²/s
2025-09-17 12:20:00,solution_temp,17.78,C
2025-09-17 12:20:00,ec,1.77,mS/cm
2025-09-17 12:20:00,ph,5.32,
2025-09-17 12:30:00,air_temp,23.12,C
2025-09-17 12:30:00,humidity,71.62,%
2025-09-17 12:30:00,co2,900.79,ppm
2025-09-17 12:30:00,ppfd,253.63,μmol/m²/s
2025-09-17 12:30:00,solution_temp,20.78,C
2025-09-17 12:30:00,ec,1.67,mS/cm
2025-09-17 12:30:00,ph,5.82,
2025-09-17 12:40:00,air_temp,21.15,C
2025-09-17 12:40:00,humidity,57.07,%
2025-09-17 12:40:00,co2,1197.39,ppm
2025-09-17 12:40:00,ppfd,276.16,μmol/m²/s
2025-09-17 12:40:00,solution_temp,22.83,C
2025-09-17 12:40:00,ec,1.38,mS/cm
2025-09-17 12:40:00,ph,6.34,
2025-09-17 12:50:00,air_temp,20.07,C
2025-09-17 12:50:00,humidity,79.42,%
2025-09-17 12:50:00,co2,738.85,ppm
2025-09-17 12:50:00,ppfd,211.64,μmol/m²/s
2025-09-17 12:50:00,solution_temp,23.04,C
2025-09-17 12:50:00,ec,1.82,mS/cm
2025-09-17 12:50:00,ph,6.12,
2025-09-17 13:00:00,air_temp,20.13,C
2025-09-17 13:00:00,humidity,60.08,%
2025-09-17 13:00:00,co2,1118.96,ppm
2025-09-17 13:00:00,ppfd,198.11,μmol/m²/s
2025-09-17 13:00:00,solution_temp,16.39,C
2025-09-17 13:00:00,ec,1.84,mS/cm
2025-09-17 13:00:00,ph,6.61,
2025-09-17 13:10:00,air_temp,17.28,C
2025-09-17 13:10:00,humidity,54.72,%
2025-09-17 13:10:00,co2,1057.09,ppm
2025-09-17 13:10:00,ppfd,362.8,μmol/m²/s
2025-09-17 13:10:00,solution_temp,22.21,C
2025-09-17 13:10:00,ec,1.4,mS/cm
2025-09-17 13:10:00,ph,6.51,
2025-09-17 13:20:00,air_temp,18.63,C
2025-09-17 13:20:00,humidity,74.59,%
2025-09-17 13:20:00,co2,838.14,ppm
2025-09-17 13:20:00,ppfd,353.03,μmol/m²/s
2025-09-17 13:20:00,solution_temp,17.08,C
2025-09-17 13:20:00,ec,1.83,mS/cm
2025-09-17 13:20:00,ph,5.35,
2025-09-17 13:30:00,air_temp,16.68,C
2025-09-17 13:30:00,humidity,58.25,%
2025-09-17 13:30:00,co2,959.41,ppm
2025-09-17 13:30:00,ppfd,180.07,μmol/m²/s
2025-09-17 13:30:00,solution_temp,18.44,C
2025-09-17 13:30:00,ec,1.84,mS/cm
2025-09-17 13:30:00,ph,5.29,
2025-09-17 13:40:00,air_temp,21.53,C
2025-09-17 13:40:00,humidity,78.12,%
2025-09-17 13:40:00,co2,1089.66,ppm
2025-09-17 13:40:00,ppfd,414.95,μmol/m²/s
2025-09-17 13:40:00,solution_temp,17.74,C
2025-09-17 13:40:00,ec,1.45,mS/cm
2025-09-17 13:40:00,ph,6.37,
2025-09-17 13:50:00,air_temp,20.15,C
2025-09-17 13:50:00,humidity,71.96,%
2025-09-17 13:50:00,co2,1146.71,ppm
2025-09-17 13:50:00,ppfd,312.98,μmol/m²/s
2025-09-17 13:50:00,solution_temp,22.15,C
2025-09-17 13:50:00,ec,1.69,mS/cm
2025-09-17 13:50:00,ph,5.68,
2025-09-17 14:00:00,air_temp,23.58,C
2025-09-17 14:00:00,humidity,69.55,%
2025-09-17 14:00:00,co2,1066.12,ppm
2025-09-17 14:00:00,ppfd,252.68,μmol/m²/s
2025-09-17 14:00:00,solution_temp,18.36,C
2025-09-17 14:00:00,ec,1.44,mS/cm
2025-09-17 14:00:00,ph,5.82,
2025-09-17 14:10:00,air_temp,22.41,C
2025-09-17 14:10:00,humidity,61.38,%
2025-09-17 14:10:00,co2,887.99,ppm
2025-09-17 14:10:00,ppfd,430.91,μmol/m²/s
2025-09-17 14:10:00,solution_temp,23.61,C
2025-09-17 14:10:00,ec,1.48,mS/cm
2025-09-17 14:10:00,ph,5.5,
2025-09-17 14:20:00,air_temp,17.71,C
2025-09-17 14:20:00,humidity,60.61,%
2025-09-17 14:20:00,co2,1103.12,ppm
2025-09-17 14:20:00,ppfd,187.3,μmol/m²/s
2025-09-17 14:20:00,solution_temp,21.4,C
2025-09-17 14:20:00,ec,1.53,mS/cm
2025-09-17 14:20:00,ph,5.62,
2025-09-17 14:30:00,air_temp,21.21,C
2025-09-17 14:30:00,humidity,61.5,%
2025-09-17 14:30:00,co2,973.29,ppm
2025-09-17 14:30:00,ppfd,274.16,μmol/m²/s
2025-09-17 14:30:00,solution_temp,18.72,C
2025-09-17 14:30:00,ec,1.27,mS/cm
2025-09-17 14:30:00,ph,5.28,
2025-09-17 14:40:00,air_temp,18.14,C
2025-09-17 14:40:00,humidity,76.69,%
2025-09-17 14:40:00,co2,839.0,ppm
2025-09-17 14:40:00,ppfd,254.45,μmol/m²/s
2025-09-17 14:40:00,solution_temp,18.49,C
2025-09-17 14:40:00,ec,1.21,mS/cm
2025-09-17 14:40:00,ph,6.45,
2025-09-17 14:50:00,air_temp,17.39,C
2025-09-17 14:50:00,humidity,61.74,%
2025-09-17 14:50:00,co2,844.98,ppm
2025-09-17 14:50:00,ppfd,380.57,μmol/m²/s
2025-09-17 14:50:00,solution_temp,17.38,C
2025-09-17 14:50:00,ec,1.84,mS/cm
2025-09-17 14:50:00,ph,6.59,
2025-09-17 15:00:00,air_temp,16.27,C
2025-09-17 15:00:00,humidity,78.1,%
2025-09-17 15:00:00,co2,1107.2,ppm
2025-09-17 15:00:00,ppfd,424.75,μmol/m²/s
2025-09-17 15:00:00,solution_temp,23.4,C
2025-09-17 15:00:00,ec,1.5,mS/cm
2025-09-17 15:00:00,ph,5.97,
2025-09-17 15:10:00,air_temp,21.17,C
2025-09-17 15:10:00,humidity,58.15,%
2025-09-17 15:10:00,co2,930.11,ppm
2025-09-17 15:10:00,ppfd,283.29,μmol/m²/s
2025-09-17 15:10:00,solution_temp,20.32,C
2025-09-17 15:10:00,ec,1.22,mS/cm
2025-09-17 15:10:00,ph,5.32,
2025-09-17 15:20:00,air_temp,22.48,C
2025-09-17 15:20:00,humidity,62.5,%
2025-09-17 15:20:00,co2,1211.18,ppm
2025-09-17 15:20:00,ppfd,342.93,μmol/m²/s
2025-09-17 15:20:00,solution_temp,20.49,C
2025-09-17 15:20:00,ec,1.35,mS/cm
2025-09-17 15:20:00,ph,6.51,
2025-09-17 15:30:00,air_temp,19.67,C
2025-09-17 15:30:00,humidity,82.99,%
2025-09-17 15:30:00,co2,890.23,ppm
2025-09-17 15:30:00,ppfd,373.55,μmol/m²/s
2025-09-17 15:30:00,solution_temp,24.17,C
2025-09-17 15:30:00,ec,1.51,mS/cm
2025-09-17 15:30:00,ph,5.48,
2025-09-17 15:40:00,air_temp,16.74,C
2025-09-17 15:40:00,humidity,63.94,%
2025-09-17 15:40:00,co2,1278.46,ppm
2025-09-17 15:40:00,ppfd,340.55,μmol/m²/s
2025-09-17 15:40:00,solution_temp,16.25,C
2025-09-17 15:40:00,ec,1.4,mS/cm
2025-09-17 15:40:00,ph,6.7,
2025-09-17 15:50:00,air_temp,18.38,C
2025-09-17 15:50:00,humidity,85.19,%
2025-09-17 15:50:00,co2,1300.27,ppm
2025-09-17 15:50:00,ppfd,428.95,μmol/m²/s
2025-09-17 15:50:00,solution_temp,19.87,C
2025-09-17 15:50:00,ec,1.75,mS/cm
2025-09-17 15:50:00,ph,6.46,
2025-09-17 16:00:00,air_temp,18.45,C
2025-09-17 16:00:00,humidity,66.47,%
2025-09-17 16:00:00,co2,909.27,ppm
2025-09-17 16:00:00,ppfd,437.89,μmol/m²/s
2025-09-17 16:00:00,solution_temp,18.89,C
2025-09-17 16:00:00,ec,1.19,mS/cm
2025-09-17 16:00:00,ph,6.09,
2025-09-17 16:10:00,air_temp,21.76,C
2025-09-17 16:10:00,humidity,72.81,%
2025-09-17 16:10:00,co2,786.09,ppm
2025-09-17 16:10:00,ppfd,216.67,μmol/m²/s
2025-09-17 16:10:00,solution_temp,18.33,C
2025-09-17 16:10:00,ec,1.12,mS/cm
2025-09-17 16:10:00,ph,5.97,
2025-09-17 16:20:00,air_temp,23.23,C
2025-09-17 16:20:00,humidity,81.36,%
2025-09-17 16:20:00,co2,1030.76,ppm
2025-09-17 16:20:00,ppfd,371.13,μmol/m²/s
2025-09-17 16:20:00,solution_temp,21.23,C
2025-09-17 16:20:00,ec,1.64,mS/cm
2025-09-17 16:20:00,ph,5.95,
2025-09-17 16:30:00,air_temp,21.39,C
2025-09-17 16:30:00,humidity,60.17,%
2025-09-17 16:30:00,co2,784.97,ppm
2025-09-17 16:30:00,ppfd,425.59,μmol/m²/s
2025-09-17 16:30:00,solution_temp,17.53,C
2025-09-17 16:30:00,ec,1.27,mS/cm
2025-09-17 16:30:00,ph,6.15,
2025-09-17 16:40:00,air_temp,17.29,C
2025-09-17 16:40:00,humidity,59.01,%
2025-09-17 16:40:00,co2,1208.14,ppm
2025-09-17 16:40:00,ppfd,365.4,μmol/m²/s
2025-09-17 16:40:00,solution_temp,23.62,C
2025-09-17 16:40:00,ec,1.94,mS/cm
2025-09-17 16:40:00,ph,6.23,
2025-09-17 16:50:00,air_temp,17.73,C
2025-09-17 16:50:00,humidity,55.76,%
2025-09-17 16:50:00,co2,1042.5,ppm
2025-09-17 16:50:00,ppfd,267.46,μmol/m²/s
2025-09-17 16:50:00,solution_temp,19.1,C
2025-09-17 16:50:00,ec,1.71,mS/cm
2025-09-17 16:50:00,ph,6.38,
2025-09-17 17:00:00,air_temp,20.64,C
2025-09-17 17:00:00,humidity,73.4,%
2025-09-17 17:00:00,co2,1149.05,ppm
2025-09-17 17:00:00,ppfd,372.92,μmol/m²/s
2025-09-17 17:00:00,solution_temp,18.61,C
2025-09-17 17:00:00,ec,1.55,mS/cm
2025-09-17 17:00:00,ph,6.53,
2025-09-17 17:10:00,air_temp,22.38,C
2025-09-17 17:10:00,humidity,67.54,%
2025-09-17 17:10:00,co2,1260.95,ppm
2025-09-17 17:10:00,ppfd,385.76,μmol/m²/s
2025-09-17 17:10:00,solution_temp,22.75,C
2025-09-17 17:10:00,ec,1.61,mS/cm
2025-09-17 17:10:00,ph,6.56,
2025-09-17 17:20:00,air_temp,20.42,C
2025-09-17 17:20:00,humidity,60.31,%
2025-09-17 17:20:00,co2,1247.54,ppm
2025-09-17 17:20:00,ppfd,340.06,μmol/m²/s
2025-09-17 17:20:00,solution_temp,17.54,C
2025-09-17 17:20:00,ec,1.8,mS/cm
2025-09-17 17:20:00,ph,5.89,
2025-09-17 17:30:00,air_temp,16.63,C
2025-09-17 17:30:00,humidity,62.81,%
2025-09-17 17:30:00,co2,1304.55,ppm
2025-09-17 17:30:00,ppfd,303.4,μmol/m²/s
2025-09-17 17:30:00,solution_temp,17.71,C
2025-09-17 17:30:00,ec,1.9,mS/cm
2025-09-17 17:30:00,ph,6.39,
2025-09-17 17:40:00,air_temp,22.88,C
2025-09-17 17:40:00,humidity,63.77,%
2025-09-17 17:40:00,co2,980.37,ppm
2025-09-17 17:40:00,ppfd,277.85,μmol/m²/s
2025-09-17 17:40:00,solution_temp,16.6,C
2025-09-17 17:40:00,ec,1.61,mS/cm
2025-09-17 17:40:00,ph,5.68,
2025-09-17 17:50:00,air_temp,20.44,C
2025-09-17 17:50:00,humidity,77.22,%
2025-09-17 17:50:00,co2,1283.99,ppm
2025-09-17 17:50:00,ppfd,298.16,μmol/m²/s
2025-09-17 17:50:00,solution_temp,20.68,C
2025-09-17 17:50:00,ec,1.33,mS/cm
2025-09-17 17:50:00,ph,6.44,
2025-09-17 18:00:00,air_temp,23.21,C
2025-09-17 18:00:00,humidity,68.45,%
2025-09-17 18:00:00,co2,984.55,ppm
2025-09-17 18:00:00,ppfd,318.87,μmol/m²/s
2025-09-17 18:00:00,solution_temp,24.12,C
2025-09-17 18:00:00,ec,1.96,mS/cm
2025-09-17 18:00:00,ph,6.05,
2025-09-17 18:10:00,air_temp,16.77,C
2025-09-17 18:10:00,humidity,55.25,%
2025-09-17 18:10:00,co2,1136.08,ppm
2025-09-17 18:10:00,ppfd,233.04,μmol/m²/s
2025-09-17 18:10:00,solution_temp,16.93,C
2025-09-17 18:10:00,ec,1.44,mS/cm
2025-09-17 18:10:00,ph,5.77,
2025-09-17 18:20:00,air_temp,18.76,C
2025-09-17 18:20:00,humidity,74.25,%
2025-09-17 18:20:00,co2,1206.55,ppm
2025-09-17 18:20:00,ppfd,348.98,μmol/m²/s
2025-09-17 18:20:00,solution_temp,23.65,C
2025-09-17 18:20:00,ec,1.97,mS/cm
2025-09-17 18:20:00,ph,6.72,
2025-09-17 18:30:00,air_temp,19.12,C
2025-09-17 18:30:00,humidity,72.27,%
2025-09-17 18:30:00,co2,973.23,ppm
2025-09-17 18:30:00,ppfd,187.62,μmol/m²/s
2025-09-17 18:30:00,solution_temp,21.04,C
2025-09-17 18:30:00,ec,1.22,mS/cm
2025-09-17 18:30:00,ph,5.37,
2025-09-17 18:40:00,air_temp,17.54,C
2025-09-17 18:40:00,humidity,82.29,%
2025-09-17 18:40:00,co2,1057.3,ppm
2025-09-17 18:40:00,ppfd,224.97,μmol/m²/s
2025-09-17 18:40:00,solution_temp,18.53,C
2025-09-17 18:40:00,ec,1.86,mS/cm
2025-09-17 18:40:00,ph,5.35,
2025-09-17 18:50:00,air_temp,21.04,C
2025-09-17 18:50:00,humidity,72.26,%
2025-09-17 18:50:00,co2,853.09,ppm
2025-09-17 18:50:00,ppfd,371.85,μmol/m²/s
2025-09-17 18:50:00,solution_temp,20.79,C
2025-09-17 18:50:00,ec,1.44,mS/cm
2025-09-17 18:50:00,ph,6.78,
2025-09-17 19:00:00,air_temp,23.54,C
2025-09-17 19:00:00,humidity,55.8,%
2025-09-17 19:00:00,co2,902.03,ppm
2025-09-17 19:00:00,ppfd,373.75,μmol/m²/s
2025-09-17 19:00:00,solution_temp,19.16,C
2025-09-17 19:00:00,ec,1.78,mS/cm
2025-09-17 19:00:00,ph,6.17,
2025-09-17 19:10:00,air_temp,16.92,C
2025-09-17 19:10:00,humidity,73.85,%
2025-09-17 19:10:00,co2,975.45,ppm
2025-09-17 19:10:00,ppfd,396.45,μmol/m²/s
2025-09-17 19:10:00,solution_temp,21.04,C
2025-09-17 19:10:00,ec,1.52,mS/cm
2025-09-17 19:10:00,ph,6.02,
2025-09-17 19:20:00,air_temp,21.35,C
2025-09-17 19:20:00,humidity,74.17,%
2025-09-17 19:20:00,co2,1040.26,ppm
2025-09-17 19:20:00,ppfd,219.61,μmol/m²/s
2025-09-17 19:20:00,solution_temp,16.98,C
2025-09-17 19:20:00,ec,1.23,mS/cm
2025-09-17 19:20:00,ph,6.45,
2025-09-17 19:30:00,air_temp,22.66,C
2025-09-17 19:30:00,humidity,84.06,%
2025-09-17 19:30:00,co2,788.51,ppm
2025-09-17 19:30:00,ppfd,423.97,μmol/m²/s
2025-09-17 19:30:00,solution_temp,22.91,C
2025-09-17 19:30:00,ec,1.23,mS/cm
2025-09-17 19:30:00,ph,6.35,
2025-09-17 19:40:00,air_temp,16.81,C
2025-09-17 19:40:00,humidity,67.46,%
2025-09-17 19:40:00,co2,1145.99,ppm
2025-09-17 19:40:00,ppfd,352.44,μmol/m²/s
2025-09-17 19:40:00,solution_temp,20.01,C
2025-09-17 19:40:00,ec,1.41,mS/cm
2025-09-17 19:40:00,ph,5.72,
2025-09-17 19:50:00,air_temp,16.7,C
2025-09-17 19:50:00,humidity,68.65,%
2025-09-17 19:50:00,co2,852.14,ppm
2025-09-17 19:50:00,ppfd,438.3,μmol/m²/s
2025-09-17 19:50:00,solution_temp,18.41,C
2025-09-17 19:50:00,ec,1.52,mS/cm
2025-09-17 19:50:00,ph,6.67,
2025-09-17 20:00:00,air_temp,21.05,C
2025-09-17 20:00:00,humidity,62.8,%
2025-09-17 20:00:00,co2,1115.57,ppm
2025-09-17 20:00:00,ppfd,414.19,μmol/m²/s
2025-09-17 20:00:00,solution_temp,23.13,C
2025-09-17 20:00:00,ec,1.55,mS/cm
2025-09-17 20:00:00,ph,6.13,
2025-09-17 20:10:00,air_temp,19.12,C
2025-09-17 20:10:00,humidity,87.32,%
2025-09-17 20:10:00,co2,1174.84,ppm
2025-09-17 20:10:00,ppfd,324.74,μmol/m²/s
2025-09-17 20:10:00,solution_temp,18.3,C
2025-09-17 20:10:00,ec,1.67,mS/cm
2025-09-17 20:10:00,ph,6.14,
2025-09-17 20:20:00,air_temp,18.84,C
2025-09-17 20:20:00,humidity,73.18,%
2025-09-17 20:20:00,co2,1010.29,ppm
2025-09-17 20:20:00,ppfd,296.05,μmol/m²/s
2025-09-17 20:20:00,solution_temp,17.68,C
2025-09-17 20:20:00,ec,1.63,mS/cm
2025-09-17 20:20:00,ph,6.2,
2025-09-17 20:30:00,air_temp,23.74,C
2025-09-17 20:30:00,humidity,59.8,%
2025-09-17 20:30:00,co2,764.21,ppm
2025-09-17 20:30:00,ppfd,351.18,μmol/m²/s
2025-09-17 20:30:00,solution_temp,21.9,C
2025-09-17 20:30:00,ec,1.76,mS/cm
2025-09-17 20:30:00,ph,6.04,
2025-09-17 20:40:00,air_temp,18.87,C
2025-09-17 20:40:00,humidity,57.02,%
2025-09-17 20:40:00,co2,1315.25,ppm
2025-09-17 20:40:00,ppfd,326.02,μmol/m²/s
2025-09-17 20:40:00,solution_temp,17.62,C
2025-09-17 20:40:00,ec,1.61,mS/cm
2025-09-17 20:40:00,ph,6.3,
2025-09-17 20:50:00,air_temp,19.36,C
2025-09-17 20:50:00,humidity,63.52,%
2025-09-17 20:50:00,co2,1109.81,ppm
2025-09-17 20:50:00,ppfd,244.31,μmol/m²/s
